,PIN,Property Class,Tax Year,Neighborhood Code,Land Square Feet,Town Code,Type of Residence,Apartments,Wall Material,Roof Material,Rooms,Bedrooms,Basement,Basement Finish,Central Heating,Other Heating,Central Air,Fireplaces,Attic Type,Attic Finish,Half Baths,Design Plan,Cathedral Ceiling,Construction Quality,Renovation,Site Desireability,Garage 1 Size,Garage 1 Material,Garage 1 Attachment,Garage 1 Area,Garage 2 Size,Garage 2 Material,Garage 2 Attachment,Garage 2 Area,Porch,Other Improvements,Building Square Feet,Repair Condition,Multi Code,Number of Commercial Units,Prior Tax Year Market Value Estimate (Land),Prior Tax Year Market Value Estimate (Building),Date of Most Recent Sale,Deed No.,Sale Price,Longitude,Latitude,Census Tract,Total Building Square Feet,Multi Property Indicator,Property Address,Modeling Group,Full Baths,Age,Use,Number of Units,Percent Ownership,Condo Class Factor,Multi-Family Indicator,Large Lot,"Condition, Desirability and Utility",Deed Type,O'Hare Noise,Floodplain,Near Major Road,Total Units,Condo Strata,Age Squared,Age Decade,Age Decade Squared,Lot Size Squared,Improvement Size Squared,Location Factor,Garage indicator,Residential share of building,Pure Market Sale,Pure Market Filter,Neigborhood Code (mapping),Square root of lot size,Square root of age,Square root of improvement size,Town and Neighborhood
1865612,28251170231008,299,2019,260,10045,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1420.0,59810.0,,,,-87.6905420282764,41.5796187730839,825503.0,,0,3008  171ST ST,NCHARS,,40,1,23.0,0.04,299.0,,,,,0.0,0.0,0.0,23.0,1.0,1600,4.0,16.0,100902025,,0.493358041952069,,1.0,0,0,260,100.224747442934,6.32455532033676,,13260
1865613,28251170231009,299,2019,260,10045,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1570.0,66050.0,,,,-87.6905420282764,41.5796187730839,825503.0,,0,3008  171ST ST,NCHARS,,40,1,23.0,0.05,299.0,,,,,0.0,0.0,0.0,23.0,1.0,1600,4.0,16.0,100902025,,0.493358041952069,,1.0,0,0,260,100.224747442934,6.32455532033676,,13260
1865614,28251170231011,299,2019,260,10045,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1230.0,51900.0,,,,-87.6905420282764,41.5796187730839,825503.0,,0,3008  171ST ST,NCHARS,,40,1,23.0,0.04,299.0,,,,,0.0,0.0,0.0,23.0,1.0,1600,4.0,16.0,100902025,,0.493358041952069,,1.0,0,0,260,100.224747442934,6.32455532033676,,13260
1865615,28251170231015,299,2019,260,10045,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1220.0,51700.0,,,,-87.6905420282764,41.5796187730839,825503.0,,0,3010  171ST ST,NCHARS,,40,1,23.0,0.04,299.0,,,,,0.0,0.0,0.0,23.0,1.0,1600,4.0,16.0,100902025,,0.493358041952069,,1.0,0,0,260,100.224747442934,6.32455532033676,,13260
1865616,28251170231005,299,2019,260,10045,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1380.0,58300.0,,,,-87.6905420282764,41.5796187730839,825503.0,,0,3010  171ST ST,NCHARS,,40,1,23.0,0.04,299.0,,,,,0.0,0.0,0.0,23.0,1.0,1600,4.0,16.0,100902025,,0.493358041952069,,1.0,0,0,260,100.224747442934,6.32455532033676,,13260
1865617,28251170231014,299,2019,260,10045,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1570.0,66090.0,,,,-87.6905420282764,41.5796187730839,825503.0,,0,3010  171ST ST,NCHARS,,40,1,23.0,0.05,299.0,,,,,0.0,0.0,0.0,23.0,1.0,1600,4.0,16.0,100902025,,0.493358041952069,,1.0,0,0,260,100.224747442934,6.32455532033676,,13260
1865618,28251170251016,299,2019,260,10034,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1400.0,67560.0,,,,-87.6910106615403,41.5796239739193,825503.0,,0,3014  171ST ST,NCHARS,,31,1,23.0,0.04,299.0,,,,,0.0,0.0,0.0,23.0,1.0,961,3.1,9.61,100681156,,0.49507716871555,,1.0,0,0,260,100.169855745129,5.56776436283002,,13260
1865619,28251170251008,299,2019,260,10034,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1410.0,29510.0,,,,-87.6910106615403,41.5796239739193,825503.0,,0,3014  171ST ST,NCHARS,,31,1,23.0,0.04,299.0,,,,,0.0,0.0,0.0,23.0,1.0,961,3.1,9.61,100681156,,0.49507716871555,,1.0,0,0,260,100.169855745129,5.56776436283002,,13260
1865620,28251170251017,299,2019,260,10034,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1560.0,75170.0,,,,-87.6910106615403,41.5796239739193,825503.0,,0,3014  171ST ST,NCHARS,,31,1,23.0,0.05,299.0,,,,,0.0,0.0,0.0,23.0,1.0,961,3.1,9.61,100681156,,0.49507716871555,,1.0,0,0,260,100.169855745129,5.56776436283002,,13260
1865621,28251170251015,299,2019,260,10034,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1220.0,58640.0,,,,-87.6910106615403,41.5796239739193,825503.0,,0,3012  171ST ST,NCHARS,,31,1,23.0,0.04,299.0,,,,,0.0,0.0,0.0,23.0,1.0,961,3.1,9.61,100681156,,0.49507716871555,,1.0,0,0,260,100.169855745129,5.56776436283002,,13260
1865622,28251170251006,299,2019,260,10034,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1500.0,57400.0,06/20/2019,1917113004.0,34500.0,-87.6910106615403,41.5796239739193,825503.0,,0,3012  171ST ST,NCHARS,,31,1,23.0,0.05,299.0,,,,T,0.0,0.0,0.0,23.0,1.0,961,3.1,9.61,100681156,,0.49507716871555,,1.0,1,1,260,100.169855745129,5.56776436283002,,13260
1865623,28251170251009,299,2019,260,10034,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1570.0,75620.0,,,,-87.6910106615403,41.5796239739193,825503.0,,0,3014  171ST ST,NCHARS,,31,1,23.0,0.05,299.0,,,,,0.0,0.0,0.0,23.0,1.0,961,3.1,9.61,100681156,,0.49507716871555,,1.0,0,0,260,100.169855745129,5.56776436283002,,13260
1865624,28251170251012,299,2019,260,10034,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1420.0,68170.0,,,,-87.6910106615403,41.5796239739193,825503.0,,0,3012  171ST ST,NCHARS,,40,1,23.0,0.04,299.0,,,,,0.0,0.0,0.0,23.0,1.0,1600,4.0,16.0,100681156,,0.49507716871555,,1.0,0,0,260,100.169855745129,6.32455532033676,,13260
1865625,28251170251013,299,2019,260,10034,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1560.0,32610.0,,,,-87.6910106615403,41.5796239739193,825503.0,,0,3012  171ST ST,NCHARS,,40,1,23.0,0.05,299.0,,,,,0.0,0.0,0.0,23.0,1.0,1600,4.0,16.0,100681156,,0.49507716871555,,1.0,0,0,260,100.169855745129,6.32455532033676,,13260
1865626,28251170251014,299,2019,260,10034,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1560.0,75320.0,03/22/2019,1908147059.0,1.0,-87.6910106615403,41.5796239739193,825503.0,,0,3012  171ST ST,NCHARS,,31,1,23.0,0.05,299.0,,,,O,0.0,0.0,0.0,23.0,1.0,961,3.1,9.61,100681156,,0.49507716871555,,1.0,0,0,260,100.169855745129,5.56776436283002,,13260
1865627,28251170251010,299,2019,260,10034,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1610.0,48920.0,,,,-87.6910106615403,41.5796239739193,825503.0,,0,3014  171ST ST,NCHARS,,40,1,23.0,0.05,299.0,,,,,0.0,0.0,0.0,23.0,1.0,1600,4.0,16.0,100681156,,0.49507716871555,,1.0,0,0,260,100.169855745129,6.32455532033676,,13260
1865628,28251170251022,299,2019,260,10034,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1570.0,32740.0,,,,-87.6910106615403,41.5796239739193,825503.0,,0,3012  171ST ST,NCHARS,,40,1,23.0,0.05,299.0,,,,,0.0,0.0,0.0,23.0,1.0,1600,4.0,16.0,100681156,,0.49507716871555,,1.0,0,0,260,100.169855745129,6.32455532033676,,13260
1865629,28251170251023,299,2019,260,10034,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1220.0,31130.0,,,,-87.6910106615403,41.5796239739193,825503.0,,0,3012  171ST ST,NCHARS,,40,1,23.0,0.04,299.0,,,AV,,0.0,0.0,0.0,23.0,1.0,1600,4.0,16.0,100681156,,0.49507716871555,,1.0,0,0,260,100.169855745129,6.32455532033676,,13260
1865630,28251170251007,299,2019,260,10034,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1290.0,62020.0,,,,-87.6910106615403,41.5796239739193,825503.0,,0,3012  171ST ST,NCHARS,,31,1,23.0,0.04,299.0,,,,,0.0,0.0,0.0,23.0,1.0,961,3.1,9.61,100681156,,0.49507716871555,,1.0,0,0,260,100.169855745129,5.56776436283002,,13260
1865631,28251170251019,299,2019,260,10034,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1230.0,59180.0,,,,-87.6910106615403,41.5796239739193,825503.0,,0,3012  171ST ST,NCHARS,,31,1,23.0,0.04,299.0,,,,,0.0,0.0,0.0,23.0,1.0,961,3.1,9.61,100681156,,0.49507716871555,,1.0,0,0,260,100.169855745129,5.56776436283002,,13260
1865632,28251170251002,299,2019,260,10034,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1500.0,72270.0,,,,-87.6910106615403,41.5796239739193,825503.0,,0,3012  171ST ST,NCHARS,,31,1,23.0,0.05,299.0,,,,,0.0,0.0,0.0,23.0,1.0,961,3.1,9.61,100681156,,0.49507716871555,,1.0,0,0,260,100.169855745129,5.56776436283002,,13260
1865633,28251170251004,299,2019,260,10034,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1080.0,27620.0,,,,-87.6910106615403,41.5796239739193,825503.0,,0,3012  171ST ST,NCHARS,,40,1,23.0,0.03,299.0,,,AV,,0.0,0.0,0.0,23.0,1.0,1600,4.0,16.0,100681156,,0.49507716871555,,1.0,0,0,260,100.169855745129,6.32455532033676,,13260
1865634,28251170251005,299,2019,260,10034,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1380.0,66420.0,,,,-87.6910106615403,41.5796239739193,825503.0,,0,3012  171ST ST,NCHARS,,31,1,23.0,0.04,299.0,,,,,0.0,0.0,0.0,23.0,1.0,961,3.1,9.61,100681156,,0.49507716871555,,1.0,0,0,260,100.169855745129,5.56776436283002,,13260
1865635,28251170251018,299,2019,260,10034,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1570.0,47770.0,,,,-87.6910106615403,41.5796239739193,825503.0,,0,3014  171ST ST,NCHARS,,31,1,23.0,0.05,299.0,,,,,0.0,0.0,0.0,23.0,1.0,961,3.1,9.61,100681156,,0.49507716871555,,1.0,0,0,260,100.169855745129,5.56776436283002,,13260
1865636,28251170251011,299,2019,260,10034,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1220.0,31160.0,,,,-87.6910106615403,41.5796239739193,825503.0,,0,3014  171ST ST,NCHARS,,40,1,23.0,0.04,299.0,,,,,0.0,0.0,0.0,23.0,1.0,1600,4.0,16.0,100681156,,0.49507716871555,,1.0,0,0,260,100.169855745129,6.32455532033676,,13260
1865637,28251170251021,299,2019,260,10034,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1560.0,75030.0,09/11/2019,1925446037.0,37000.0,-87.6910106615403,41.5796239739193,825503.0,,0,3012  171ST ST,NCHARS,,40,1,23.0,0.05,299.0,,,,W,0.0,0.0,0.0,23.0,1.0,1600,4.0,16.0,100681156,,0.49507716871555,,1.0,1,1,260,100.169855745129,6.32455532033676,,13260
1865638,28251170251003,299,2019,260,10034,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1290.0,62000.0,,,,-87.6910106615403,41.5796239739193,825503.0,,0,3014  171ST ST,NCHARS,,31,1,23.0,0.04,299.0,,,,,0.0,0.0,0.0,23.0,1.0,961,3.1,9.61,100681156,,0.49507716871555,,1.0,0,0,260,100.169855745129,5.56776436283002,,13260
1865639,28251170251020,299,2019,260,10034,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1400.0,67640.0,,,,-87.6910106615403,41.5796239739193,825503.0,,0,3012  171ST ST,NCHARS,,31,1,23.0,0.04,299.0,,,,,0.0,0.0,0.0,23.0,1.0,961,3.1,9.61,100681156,,0.49507716871555,,1.0,0,0,260,100.169855745129,5.56776436283002,,13260
1865640,28251170251001,299,2019,260,10034,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1380.0,35170.0,,,,-87.6910106615403,41.5796239739193,825503.0,,0,3012  171ST ST,NCHARS,,40,1,23.0,0.04,299.0,,,AV,,0.0,0.0,0.0,23.0,1.0,1600,4.0,16.0,100681156,,0.49507716871555,,1.0,0,0,260,100.169855745129,6.32455532033676,,13260
1865641,28251170271013,299,2019,260,10015,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1570.0,37890.0,,,,-87.6914419753274,41.5796084170268,825503.0,,0,17011  ALBANY AVE,NCHARS,,39,1,23.0,0.05,299.0,,,AV,,0.0,0.0,0.0,23.0,1.0,1521,3.9,15.21,100300225,,0.496541834025757,,1.0,0,0,260,100.074971896074,6.2449979983984,,13260
1865642,28251170271006,299,2019,260,10015,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1490.0,46540.0,,,,-87.6914419753274,41.5796084170268,825503.0,,0,17009  ALBANY AVE,NCHARS,,39,1,23.0,0.05,299.0,,,,,0.0,0.0,0.0,23.0,1.0,1521,3.9,15.21,100300225,,0.496541834025757,,1.0,0,0,260,100.074971896074,6.2449979983984,,13260
1865643,28251170271002,299,2019,260,10015,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1490.0,58370.0,,,,-87.6914419753274,41.5796084170268,825503.0,,0,17009  ALBANY AVE,NCHARS,,39,1,23.0,0.05,299.0,,,,,0.0,0.0,0.0,23.0,1.0,1521,3.9,15.21,100300225,,0.496541834025757,,1.0,0,0,260,100.074971896074,6.2449979983984,,13260
1865644,28251170271001,299,2019,260,10015,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1380.0,54090.0,,,,-87.6914419753274,41.5796084170268,825503.0,,0,17009  ALBANY AVE,NCHARS,,39,1,23.0,0.04,299.0,,,,,0.0,0.0,0.0,23.0,1.0,1521,3.9,15.21,100300225,,0.496541834025757,,1.0,0,0,260,100.074971896074,6.2449979983984,,13260
1865645,28251170271022,299,2019,260,10015,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1560.0,61400.0,,,,-87.6914419753274,41.5796084170268,825503.0,,0,17011  ALBANY AVE,NCHARS,,39,1,23.0,0.05,299.0,,,,,0.0,0.0,0.0,23.0,1.0,1521,3.9,15.21,100300225,,0.496541834025757,,1.0,0,0,260,100.074971896074,6.2449979983984,,13260
1865646,28251170271004,299,2019,260,10015,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1110.0,26790.0,,,,-87.6914419753274,41.5796084170268,825503.0,,0,17009  ALBANY AVE,NCHARS,,39,1,23.0,0.03,299.0,,,AV,,0.0,0.0,0.0,23.0,1.0,1521,3.9,15.21,100300225,,0.496541834025757,,1.0,0,0,260,100.074971896074,6.2449979983984,,13260
1865647,28251170271021,299,2019,260,10015,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1570.0,46280.0,,,,-87.6914419753274,41.5796084170268,825503.0,,0,17011  ALBANY AVE,NCHARS,,39,1,23.0,0.05,299.0,,,,,0.0,0.0,0.0,23.0,1.0,1521,3.9,15.21,100300225,,0.496541834025757,,1.0,0,0,260,100.074971896074,6.2449979983984,,13260
1865648,28251170271014,299,2019,260,10015,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1560.0,61340.0,,,,-87.6914419753274,41.5796084170268,825503.0,,0,17011  ALBANY AVE,NCHARS,,39,1,23.0,0.05,299.0,,,,,0.0,0.0,0.0,23.0,1.0,1521,3.9,15.21,100300225,,0.496541834025757,,1.0,0,0,260,100.074971896074,6.2449979983984,,13260
1865649,28251170271018,299,2019,260,10015,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1560.0,61400.0,,,,-87.6914419753274,41.5796084170268,825503.0,,0,17011  ALBANY AVE,NCHARS,,39,1,23.0,0.05,299.0,,,,,0.0,0.0,0.0,23.0,1.0,1521,3.9,15.21,100300225,,0.496541834025757,,1.0,0,0,260,100.074971896074,6.2449979983984,,13260
1865650,28251170271010,299,2019,260,10015,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1570.0,61460.0,,,,-87.6914419753274,41.5796084170268,825503.0,,0,17009  ALBANY AVE,NCHARS,,39,1,23.0,0.05,299.0,,,,,0.0,0.0,0.0,23.0,1.0,1521,3.9,15.21,100300225,,0.496541834025757,,1.0,0,0,260,100.074971896074,6.2449979983984,,13260
1865651,28251170271005,299,2019,260,10015,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1380.0,33310.0,,,,-87.6914419753274,41.5796084170268,825503.0,,0,17009  ALBANY AVE,NCHARS,,39,1,23.0,0.04,299.0,,,AV,,0.0,0.0,0.0,23.0,1.0,1521,3.9,15.21,100300225,,0.496541834025757,,1.0,0,0,260,100.074971896074,6.2449979983984,,13260
1865652,28251170271016,299,2019,260,10015,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1410.0,34030.0,,,,-87.6914419753274,41.5796084170268,825503.0,,0,17011  ALBANY AVE,NCHARS,,39,1,23.0,0.04,299.0,,,AV,,0.0,0.0,0.0,23.0,1.0,1521,3.9,15.21,100300225,,0.496541834025757,,1.0,0,0,260,100.074971896074,6.2449979983984,,13260
1865653,28251170271008,299,2019,260,10015,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1410.0,55390.0,,,,-87.6914419753274,41.5796084170268,825503.0,,0,17009  ALBANY AVE,NCHARS,,39,1,23.0,0.04,299.0,,,,,0.0,0.0,0.0,23.0,1.0,1521,3.9,15.21,100300225,,0.496541834025757,,1.0,0,0,260,100.074971896074,6.2449979983984,,13260
1865654,28251170271012,299,2019,260,10015,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1410.0,55210.0,,,,-87.6914419753274,41.5796084170268,825503.0,,0,17011  ALBANY AVE,NCHARS,,39,1,23.0,0.04,299.0,,,,,0.0,0.0,0.0,23.0,1.0,1521,3.9,15.21,100300225,,0.496541834025757,,1.0,0,0,260,100.074971896074,6.2449979983984,,13260
1865655,28251170271020,299,2019,260,10015,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1400.0,55130.0,06/18/2019,1916955039.0,35000.0,-87.6914419753274,41.5796084170268,825503.0,,0,17011  ALBANY AVE,NCHARS,,39,1,23.0,0.04,299.0,,,,W,0.0,0.0,0.0,23.0,1.0,1521,3.9,15.21,100300225,,0.496541834025757,,1.0,1,1,260,100.074971896074,6.2449979983984,,13260
1865656,28251170271015,299,2019,260,10015,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1220.0,47830.0,,,,-87.6914419753274,41.5796084170268,825503.0,,0,17011  ALBANY AVE,NCHARS,,39,1,23.0,0.04,299.0,,,,,0.0,0.0,0.0,23.0,1.0,1521,3.9,15.21,100300225,,0.496541834025757,,1.0,0,0,260,100.074971896074,6.2449979983984,,13260
1865657,28251170271017,299,2019,260,10015,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1570.0,61530.0,,,,-87.6914419753274,41.5796084170268,825503.0,,0,17009  ALBANY AVE,NCHARS,,39,1,23.0,0.05,299.0,,,,,0.0,0.0,0.0,23.0,1.0,1521,3.9,15.21,100300225,,0.496541834025757,,1.0,0,0,260,100.074971896074,6.2449979983984,,13260
1865658,28251170271011,299,2019,260,10015,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1220.0,47900.0,,,,-87.6914419753274,41.5796084170268,825503.0,,0,17009  ALBANY AVE,NCHARS,,39,1,23.0,0.04,299.0,,,,,0.0,0.0,0.0,23.0,1.0,1521,3.9,15.21,100300225,,0.496541834025757,,1.0,0,0,260,100.074971896074,6.2449979983984,,13260
1865659,28251170271009,299,2019,260,10015,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1570.0,61530.0,,,,-87.6914419753274,41.5796084170268,825503.0,,0,17009  ALBANY AVE,NCHARS,,39,1,23.0,0.05,299.0,,,,,0.0,0.0,0.0,23.0,1.0,1521,3.9,15.21,100300225,,0.496541834025757,,1.0,0,0,260,100.074971896074,6.2449979983984,,13260
1865660,28251170271023,299,2019,260,10015,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1210.0,29340.0,,,,-87.6914419753274,41.5796084170268,825503.0,,0,17011  ALBANY AVE,NCHARS,,39,1,23.0,0.04,299.0,,,AV,,0.0,0.0,0.0,23.0,1.0,1521,3.9,15.21,100300225,,0.496541834025757,,1.0,0,0,260,100.074971896074,6.2449979983984,,13260
1865661,28251170271019,299,2019,260,10015,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1220.0,47840.0,,,,-87.6914419753274,41.5796084170268,825503.0,,0,17011  ALBANY AVE,NCHARS,,39,1,23.0,0.04,299.0,,,,,0.0,0.0,0.0,23.0,1.0,1521,3.9,15.21,100300225,,0.496541834025757,,1.0,0,0,260,100.074971896074,6.2449979983984,,13260
1865662,28251170271007,299,2019,260,10015,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1280.0,31050.0,,,,-87.6914419753274,41.5796084170268,825503.0,,0,17009  ALBANY AVE,NCHARS,,39,1,23.0,0.04,299.0,,,AV,,0.0,0.0,0.0,23.0,1.0,1521,3.9,15.21,100300225,,0.496541834025757,,1.0,0,0,260,100.074971896074,6.2449979983984,,13260
1865663,28251170271003,299,2019,260,10015,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,1280.0,50440.0,,,,-87.6914419753274,41.5796084170268,825503.0,,0,17009  ALBANY AVE,NCHARS,,39,1,23.0,0.04,299.0,,,,,0.0,0.0,0.0,23.0,1.0,1521,3.9,15.21,100300225,,0.496541834025757,,1.0,0,0,260,100.074971896074,6.2449979983984,,13260
1865664,28251170291087,299,2019,260,147143,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,5350.0,30280.0,,,,-87.6901551599655,41.5800754100953,825503.0,,0,17005  ALBANY AVE,NCHARS,,37,1,94.0,0.01,299.0,,,,,0.0,1.0,0.0,94.0,2.0,1369,3.7,13.69,21651062449,,0.493655479987939,,1.0,0,0,260,383.592231412473,6.08276253029822,,13260
1865665,28251170291028,299,2019,260,147143,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,4490.0,21650.0,,,,-87.6901551599655,41.5800754100953,825503.0,,0,17000  NOVAK DR,NCHARS,,37,1,94.0,0.01,299.0,,,,,0.0,1.0,0.0,94.0,2.0,1369,3.7,13.69,21651062449,,0.493655479987939,,1.0,0,0,260,383.592231412473,6.08276253029822,,13260
1865666,28251170291046,299,2019,260,147143,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,5490.0,31090.0,,,,-87.6901551599655,41.5800754100953,825503.0,,0,17002  NOVAK DR,NCHARS,,37,1,94.0,0.01,299.0,,,,,0.0,1.0,0.0,94.0,2.0,1369,3.7,13.69,21651062449,,0.493655479987939,,1.0,0,0,260,383.592231412473,6.08276253029822,,13260
1865667,28251170291013,299,2019,260,147143,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,5400.0,30550.0,,,,-87.6901551599655,41.5800754100953,825503.0,,0,17004  NOVAK DR,NCHARS,,37,1,94.0,0.01,299.0,,,,,0.0,1.0,0.0,94.0,2.0,1369,3.7,13.69,21651062449,,0.493655479987939,,1.0,0,0,260,383.592231412473,6.08276253029822,,13260
1865668,28251170291090,299,2019,260,147143,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,5350.0,30280.0,,,,-87.6901551599655,41.5800754100953,825503.0,,0,17007  ALBANY AVE,NCHARS,,37,1,94.0,0.01,299.0,,,,,0.0,1.0,0.0,94.0,2.0,1369,3.7,13.69,21651062449,,0.493655479987939,,1.0,0,0,260,383.592231412473,6.08276253029822,,13260
1865669,28251170291088,299,2019,260,147143,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,4110.0,23250.0,,,,-87.6901551599655,41.5800754100953,825503.0,,0,17007  ALBANY AVE,NCHARS,,37,1,94.0,0.01,299.0,,,,,0.0,1.0,0.0,94.0,2.0,1369,3.7,13.69,21651062449,,0.493655479987939,,1.0,0,0,260,383.592231412473,6.08276253029822,,13260
1865670,28251170291086,299,2019,260,147143,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,5590.0,31630.0,,,,-87.6901551599655,41.5800754100953,825503.0,,0,17005  ALBANY AVE,NCHARS,,37,1,94.0,0.01,299.0,,,,,0.0,1.0,0.0,94.0,2.0,1369,3.7,13.69,21651062449,,0.493655479987939,,1.0,0,0,260,383.592231412473,6.08276253029822,,13260
1865671,28251170291001,299,2019,260,147143,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,4970.0,28120.0,,,,-87.6901551599655,41.5800754100953,825503.0,,0,17006  NOVAK DR,NCHARS,,37,1,94.0,0.01,299.0,,,,,0.0,1.0,0.0,94.0,2.0,1369,3.7,13.69,21651062449,,0.493655479987939,,1.0,0,0,260,383.592231412473,6.08276253029822,,13260
1865672,28251170291089,299,2019,260,147143,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,4110.0,23250.0,,,,-87.6901551599655,41.5800754100953,825503.0,,0,17007  ALBANY AVE,NCHARS,,37,1,94.0,0.01,299.0,,,,,0.0,1.0,0.0,94.0,2.0,1369,3.7,13.69,21651062449,,0.493655479987939,,1.0,0,0,260,383.592231412473,6.08276253029822,,13260
1865673,28251170291011,299,2019,260,147143,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,5020.0,28390.0,,,,-87.6901551599655,41.5800754100953,825503.0,,0,17004  NOVAK DR,NCHARS,,37,1,94.0,0.01,299.0,,,,,0.0,1.0,0.0,94.0,2.0,1369,3.7,13.69,21651062449,,0.493655479987939,,1.0,0,0,260,383.592231412473,6.08276253029822,,13260
1865674,28251170291003,299,2019,260,147143,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,4970.0,28120.0,,,,-87.6901551599655,41.5800754100953,825503.0,,0,17004  NOVAK DR,NCHARS,,37,1,94.0,0.01,299.0,,,,,0.0,1.0,0.0,94.0,2.0,1369,3.7,13.69,21651062449,,0.493655479987939,,1.0,0,0,260,383.592231412473,6.08276253029822,,13260
